Index,Date,Year,Country,Area,Location,Injury,lat,lng,success,lookupstring,failedstrings,confidence,match loop
4810,1943-03-21,1943.0,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban","FATAL, thigh lacerated, both calves bitten",-30.0,31.0,Duplicate,"North Beach, Durban, KwaZulu-Natal, SOUTH AFRICA",,,1.0
4811,1942-09-12,1942.0,ATLANTIC OCEAN,,360 miles north of Ascension Island,"Calf lacerated. He was rescued by German submarine, which sunk. Rescued by Italian submarine, which sunk. Managed to reach Dakar",,,Yes,,,0.0,
4812,1941-07-22,1941.0,USA,New Jersey,"Brielle, Monmouth County (Offshore)","No injury to occupants, shark leapt into boat & bit cabin door",40.0,-74.0,Yes,"Brielle, Monmouth County (Offshore), New Jersey, USA",,1.0,1.0
4813,1940-02-20,1940.0,AUSTRALIA,New South Wales,Sydney Harbour,"No injury. Shark grazed canoe, snapped at a piece of mast being trailed in the water & followed it into 2' of water",-34.0,151.0,Duplicate,"Sydney Harbour, New South Wales, AUSTRALIA",,,1.0
4814,,1940.0,SLOVENIA,Adriatic Sea,Koper,"No inury to occupants, shark struck boat",46.0,14.0,Duplicate,"Koper, SLOVENIA",,0.0,4.0
4815,1936-02-23,1936.0,AUSTRALIA,New South Wales,"Angourie, near Yamba",Finger bitten PROVOKED INCIDENT,-29.0,153.0,Yes,"Angourie, near Yamba, New South Wales, AUSTRALIA",,1.0,1.0
4816,1936-01-22,1936.0,AUSTRALIA,South Australia,"West Beach, near Adelaide",FATAL,-35.0,139.0,Yes,"West Beach, near Adelaide, South Australia, AUSTRALIA",,0.9,1.0
4817,1934-03-01,1934.0,AUSTRALIA,New South Wales,Cronulla,"No injury to occupants, hooked shark, snapped at rudder & then attacked boat PROVOKED INCIDENT",-34.0,151.0,Duplicate,"Cronulla, New South Wales, AUSTRALIA",,,1.0
4818,1933-11-18,1933.0,AUSTRALIA,Queensland,Near Barrow Point,"Hand badly injured, right arm surgically amputated above wrist",-14.0,145.0,Yes,"Near Barrow Point, AUSTRALIA",,1.0,4.0
4819,1931-08-31,1931.0,CUBA,Havana Province,"Vedado Baths, Miramar, Havana",FATAL  (Wire netting installed at local beaches after this incident.),23.0,-82.0,Duplicate,"Miramar, Havana, Havana Province, CUBA",,0.567,2.0
4820,1929-03-04,1929.0,AUSTRALIA,South Australia,Ardrossan,Legs bitten,-34.0,138.0,Duplicate,"Ardrossan, South Australia, AUSTRALIA",,,1.0
4821,1929-01-01,1929.0,USA,Florida,"Cape Canaveral, Brevard County","“Put hand through hatch, shark nearly bit off thumb”",28.0,-81.0,Duplicate,"Cape Canaveral, Brevard County, Florida, USA",,,1.0
4822,,1928.0,ITALY,Tuscany,Viareggio,"No injury, shark approached the boat, he hit it with and oar and fell into the sea PROVOKED INCIDENT",44.0,10.0,Duplicate,"Viareggio, Tuscany, ITALY",,,1.0
4823,1927-01-20,1927.0,SOUTH AFRICA,Eastern Cape Province,Kidd’s Beach,Both thighs  lacerated,-33.0,28.0,Yes,"Kidd’s Beach, Eastern Cape Province, SOUTH AFRICA",,0.9,1.0
4824,1923-01-01,1923.0,USA,New Jersey,"Sea Bright, Monmouth County",No injury to occupant Shark struck boat,40.0,-74.0,Duplicate,"Sea Bright, Monmouth County, New Jersey, USA",,,1.0
4825,1922-09-21,1922.0,USA,Massachusetts,Nahant,"No injury to occupants, shark splintered stern",42.0,-71.0,Yes,"Nahant, Massachusetts, USA",,1.0,1.0
4826,1922-04-26,1922.0,AUSTRALIA,New South Wales,Hawkesbury River,FATAL,-34.0,151.0,Yes,"Hawkesbury River, New South Wales, AUSTRALIA",,1.0,1.0
4827,1921-07-21,1921.0,CUBA,,Havana Harbor,FATAL,23.0,-82.0,Duplicate,"Havana Harbor, CUBA",,,1.0
4828,1920-01-01,1920.0,NEW ZEALAND,North Island,"Stanley Bay, Auckland Harbor",Recovered,-37.0,175.0,Yes,"Auckland Harbor, North Island, NEW ZEALAND",,1.0,2.0
4829,1919-01-15,1919.0,NEW ZEALAND,South Island,"Tahuna Beach, Nelson",Leg bitten,-41.0,173.0,Yes,"Tahuna Beach, Nelson, South Island, NEW ZEALAND",,1.0,1.0
4830,1916-11-10,1916.0,AUSTRALIA,Queensland,Townsville,FATAL,-19.0,147.0,Duplicate,"Townsville, Queensland, AUSTRALIA",,,1.0
4831,1915-07-06,1915.0,MEXICO,Tamaulipas,Tampico,FATAL,22.0,-98.0,Duplicate,"Tampico, Tamaulipas, MEXICO",,,1.0
4832,1913-12-26,1913.0,CUBA,,off Neuvitas,FATAL,,,Yes,,,0.0,
4833,1913-07-12,1913.0,USA,South Carolina,Charleston,FATAL,33.0,-80.0,Duplicate,"Charleston, South Carolina, USA",,,1.0
4834,1913-01-01,1913.0,REUNION ISLAND,Saint-Denis,Barachoise bridge,FATAL,,,Yes,"Barachoise bridge, Saint-Denis, REUNION ISLAND",,0.2857680000000001,
4835,1912-01-06,1912.0,AUSTRALIA,New South Wales,Sydney Harbor,Thigh & lower abdomen severely bitten,-34.0,151.0,Duplicate,"Sydney Harbor, New South Wales, AUSTRALIA",,,1.0
4836,1911-10-26,1911.0,USA,South Carolina,Off Charleston,FATAL,33.0,-80.0,Duplicate,"Off Charleston, South Carolina, USA",,,1.0
4837,1911-01-04,1911.0,AUSTRALIA,Western Australia,Off Legendre Island,Minor injuries,-25.0,121.0,Duplicate,"Western Australia, AUSTRALIA",,0.3969,5.0
4838,1908-08-28,1908.0,SPAIN,Galicia,Cape Finisterre,FATAL,43.0,-8.0,Yes,"Galicia, SPAIN",,1.0,5.0
4839,1907-10-14,1907.0,AUSTRALIA,New South Wales,"Merewether Beach, near Newcastle",Lacerations to left arm from shoulder to wrist,-33.0,152.0,Yes,"Merewether Beach, near Newcastle, New South Wales, AUSTRALIA",,1.0,1.0
4840,1906-09-05,1906.0,AUSTRALIA,Torres Strait,Mabiuag,FATAL,-10.0,142.0,Duplicate,"Torres Strait, AUSTRALIA",,0.0,5.0
4841,1904-08-01,1904.0,CUBA,Villa Clara Province,Caibarien Harbor,"FATAL, shark pulled them off hull of boat",23.0,-79.0,Yes,"Caibarien Harbor, Villa Clara Province, CUBA",,0.81,1.0
4842,1899-05-04,1899.0,ITALY,Imperia Province,Bordighera,FATAL,44.0,8.0,Yes,"Bordighera, ITALY",,1.0,4.0
4843,1892-03-02,1892.0,AUSTRALIA,New South Wales,Lake Macquarie,Lacerations to calf by netted shark PROVOKED INCIDENT,-33.0,152.0,Duplicate,"Lake Macquarie, New South Wales, AUSTRALIA",,,1.0
4844,1889-11-22,1889.0,AUSTRALIA,Queensland,Bowen,FATAL,-20.0,148.0,Yes,"Bowen, Queensland, AUSTRALIA",,1.0,1.0
4845,1888-12-01,1888.0,AUSTRALIA,New South Wales,"Hawkesbury Bridge, Sydney",FATAL,-34.0,151.0,Yes,"Hawkesbury Bridge, Sydney, New South Wales, AUSTRALIA",,1.0,1.0
4846,1885-11-26,1885.0,AUSTRALIA,Western Australia,Bunbury,Laceration to calf,-33.0,116.0,Duplicate,"Bunbury, Western Australia, AUSTRALIA",,,1.0
4847,1885-03-28,1885.0,SOUTH AFRICA,KwaZulu-Natal,Kokstad District,"No injury to occupant, rammed oar in shark's mouth and it bit the oar",-29.0,31.0,Duplicate,"KwaZulu-Natal, SOUTH AFRICA",,0.3969,5.0
4848,1880-10-10,1880.0,AUSTRALIA,New South Wales,Bermagui,"Disappeared, thought to have murdered or drowned or  taken by a sharks after entrails washed ashore",-36.0,150.0,Duplicate,"Bermagui, New South Wales, AUSTRALIA",,,1.0
4849,,1874.0,AUSTRALIA,New South Wales,"Darling Harbor, Sydney",Thigh  severely bitten,-34.0,151.0,Yes,"Darling Harbor, Sydney, New South Wales, AUSTRALIA",,1.0,1.0
4850,1864-09-01,1864.0,SCOTLAND,Edinburgh,Granton,Leg bitten 3 times,56.0,-3.0,Yes,"Granton, Edinburgh, SCOTLAND",,0.81,1.0
4851,1862-07-14,1862.0,SPAIN,Cádiz,Off Algeciras,FATAL,36.0,-5.0,Duplicate,"Off Algeciras, Cádiz, SPAIN",,,1.0
4852,1851-01-01,1851.0,USA,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",3 toes severed,38.0,-122.0,Duplicate,"San Francisco Bay, Alameda County, California, USA",,0.3969,2.0
4853,1847-09-10,1847.0,USA,Massachusetts,"Chelsea Beach, Suffolk County",Lacerations to arm,42.0,-71.0,Yes,"Chelsea Beach, Suffolk County, Massachusetts, USA",,0.9,1.0
4854,1816-09-03,1816.0,USA,Rhode Island,Bristol Harbor,FATAL,42.0,-71.0,Yes,"Bristol Harbor, Rhode Island, USA",,1.0,1.0
4855,1780-08-08,1780.0,USA,Florida,"Pensacola Harbor, Escambia County",FATAL,31.0,-87.0,Yes,"Pensacola Harbor, Escambia County, Florida, USA",,0.9,1.0
4856,1753-10-27,1753.0,JAMAICA,,Kingston Harbor,FATAL,18.0,-77.0,Duplicate,"Kingston Harbor, JAMAICA",,,1.0
4857,1738-04-06,1738.0,ITALY,Sicily,Strait of Messina,FATAL,38.0,16.0,Duplicate,"Strait of Messina, ITALY",,0.5,4.0
4858,2023-06-14,2023.0,USA,Hawaii,Laysan,Sharks bit their inflatable boats,20.0,-155.0,Yes,"Laysan, Hawaii, USA",,1.0,1.0
4859,2023-02-04,2023.0,AUSTRALIA,Western Australia,Freemantle,Fatal,-33.0,149.0,Yes,"Freemantle, Western Australia, AUSTRALIA",,1.0,1.0
4860,2022-10-08,2022.0,USA,Louisiana,25 miles off Empire,Hand bitten,29.0,-90.0,Yes,"25 miles off Empire, Louisiana, USA",,1.0,1.0
4861,2022-09-06,2022.0,BAHAMAS,,Green Cay,FATAL,24.0,-77.0,Yes,"Green Cay, BAHAMAS",,1.0,1.0
4862,2022-06-29,2022.0,USA,Florida,"Sawyer Key , Monroe County",Laceration to leg,25.0,-81.0,Yes,"Sawyer Key , Monroe County, USA",,0.9,4.0
4863,2022-01-24,2022.0,AUSTRALIA,New South Wales,Warriewood,Foot bitten,-34.0,151.0,Yes,"Warriewood, New South Wales, AUSTRALIA",,1.0,1.0
4864,2021-12-06,2021.0,MEXICO,Quintana Roo,Mahahual,Lacerations,19.0,-88.0,Yes,"Mahahual, Quintana Roo, MEXICO",,1.0,1.0
4865,2021-07-04,2021.0,USA,Florida,"Ponce Inlet, Volusia County",Puncture wound to calf,29.0,-81.0,Duplicate,"Ponce Inlet, Volusia County, Florida, USA",,,1.0
4866,2020-10-09,2020.0,AUSTRALIA,Western Australia,Kelp Beds Beach (Kelpies),FATAL,-25.0,121.0,Duplicate,"Western Australia, AUSTRALIA",,0.09090909090909091,5.0
4867,2020-09-29,2020.0,USA,Florida,Near Key Largo,Minor lacerations to right foot when he stepped on the shark PROVOKED INCIDENT,25.0,-80.0,Yes,"Near Key Largo, Florida, USA",,1.0,1.0
4868,2020-09-02,2020.0,USA,Florida,"Jensen Beach, Martin County",Minor injury to forearm,27.0,-80.0,Duplicate,"Jensen Beach, Martin County, Florida, USA",,,1.0
4869,2020-08-10,2020.0,USA,Florida,"Off Gasparilla Island, Charlotte County",Injury to left forearm by hooked shark PROVOKED INCIDENT,29.0,-81.0,Duplicate,"Florida, USA",,0.25,5.0
4870,2020-07-04,2020.0,AUSTRALIA,Queensland,Fraser Island,FATAL,-25.0,153.0,Yes,"Fraser Island, Queensland, AUSTRALIA",,1.0,1.0
4871,2020-05-09,2020.0,USA,California,"Sand Dollar Beach, Santa Cruz County",FATAL,37.0,-122.0,Duplicate,"Santa Cruz County, California, USA",,0.567,2.0
4872,2019-12-26,2019.0,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London","No injury, shark bit surf ski",-33.0,28.0,Duplicate,"Nahoon Beach, East London, Eastern Cape Province, SOUTH AFRICA",,,1.0
4873,2019-07-27,2019.0,USA,Florida,"Jacksonville Beach, Duval County",Puncture wounds around left elbow,30.0,-81.0,Duplicate,"Jacksonville Beach, Duval County, Florida, USA",,,1.0
4874,2019-06-02,2019.0,USA,North Carolina,"Fort Macon State Beach, Carteret County",Severe injuries to leg and hand,35.0,-77.0,Yes,"Carteret County, North Carolina, USA",,0.9,2.0
4875,2018-12-15,2018.0,NEW ZEALAND,North Island,Matauri Bay,Injuries to leg and hand,-35.0,174.0,Yes,"Matauri Bay, North Island, NEW ZEALAND",,1.0,1.0
4876,2018-08-24,2018.0,USA,California,"Huntington Beach, Orange County",Shark bumped chest but no injury,34.0,-118.0,Duplicate,"Huntington Beach, Orange County, California, USA",,,1.0
4877,2018-05-21,2018.0,USA,South Carolina,"Isle of Palms,  Charleston County",Injuries to lower right leg and foot,33.0,-80.0,Duplicate,"Isle of Palms,  Charleston County, South Carolina, USA",,,1.0
4878,2018-04-19,2018.0,USA,Hawaii,"Shipwreck’s Beach, Keoneloa Bay, Kauai",Lacerations to right lower leg,22.0,-159.0,Yes,"Keoneloa Bay, Kauai, Hawaii, USA",,1.0,2.0
4879,2017-04-11,2017.0,USA,Florida,"Ormond Beach, Volusia County",Calf bitten,29.0,-81.0,Duplicate,"Ormond Beach, Volusia County, Florida, USA",,,1.0
4880,2017-02-17,2017.0,AUSTRALIA,Queensland,Eva Rock,Left leg severely bitten,-22.0,145.0,Duplicate,"Queensland, AUSTRALIA",,0.63,5.0
4881,2017-02-06,2017.0,BRAZIL,Pernambuco,Fernando de Noronha Marine Park,"Minor injury to finger, PROVOKED INCIDENT",-8.0,-38.0,Duplicate,"Pernambuco, BRAZIL",,0.5,5.0
4882,2017-01-21,2017.0,AUSTRALIA,Queensland,"Boot Reef, Torres Strait","Multiple injuries to arm, wrist and torso",-10.0,142.0,Duplicate,"Torres Strait, Queensland, AUSTRALIA",,0.07804878048780489,2.0
4883,2016-12-27,2016.0,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Lacerations to right forearm,27.0,-80.0,Yes,"Avalon State Park Beach, North Hutchinson Island, St Lucie County, USA",,0.81,4.0
4884,2016-11-14,2016.0,USA,Hawaii,"Kamaole Beach Park I, Maui",Injuries to right calf and thigh,20.0,-155.0,Duplicate,"Maui, Hawaii, USA",,0.0,2.0
4885,2016-07-15,2016.0,USA,California,"Surfside, Orange County","No injury, board damaged",34.0,-118.0,Yes,"Surfside, Orange County, California, USA",,1.0,1.0
4886,2016-07-04,2016.0,AUSTRALIA,Queensland,Palm Cove,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,-17.0,146.0,Yes,"Palm Cove, Queensland, AUSTRALIA",,1.0,1.0
4887,2016-06-15,2016.0,USA,Hawaii,"Kalapaki Beach, Kauai",Single puncture wound to arm,22.0,-159.0,Yes,"Kalapaki Beach, Kauai, Hawaii, USA",,1.0,1.0
4888,2016-06-14,2016.0,USA,Texas,"Pirates Beach, Galveston",Injury to lower leg,29.0,-95.0,Yes,"Pirates Beach, Galveston, Texas, USA",,1.0,1.0
4889,2016-05-02,2016.0,NEW ZEALAND,North Island,Cormandel,Foot bitten by landed shark PROVOKED INCIDENT,-39.0,176.0,Yes,"Cormandel, North Island, NEW ZEALAND",,1.0,1.0
4890,2016-04-18,2016.0,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Laceration to knee by speared shark PROVOKED INCIDENT,,,Yes,"Makemo Atoll, Tuamotos, FRENCH POLYNESIA",,0.0,
4891,2015-11-15,2015.0,USA,Florida,"Palm Beach, Palm Beach County",Leg injured,27.0,-80.0,Duplicate,"Palm Beach, Palm Beach County, Florida, USA",,,1.0
4892,2015-10-30,2015.0,AUSTRALIA,Western Australia,Bald Island,Minor injury,-25.0,121.0,Yes,"Bald Island, Western Australia, AUSTRALIA",,1.0,1.0
4893,2015-10-17,2015.0,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",FATAL,-24.0,35.0,Duplicate,"Inhambane Bay, Inhambane Province, MOZAMBIQUE",,0.7290000000000001,2.0
4894,2015-09-20,2015.0,USA,Florida,"New Smyrna Beach, Volusia County",Minor injury to left ankle,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
4895,2015-02-14,2015.0,REUNION ISLAND,d’Étang-Salé,Ravine Mula,FATAL,,,Yes,"Ravine Mula, d’Étang-Salé, REUNION ISLAND",,0.0,
4896,2014-06-09,2014.0,AUSTRALIA,South Australia,"Parsons Beach,  Fleurieu Peninsula",Minor injury to torso,-36.0,138.0,Yes,"Parsons Beach,  Fleurieu Peninsula, South Australia, AUSTRALIA",,1.0,1.0
4897,2013-10-26,2013.0,AUSTRALIA,Western Australia,"Little Island, near Hillarys","No injury, swim fin shredded",-25.0,121.0,Yes,"Little Island, Western Australia, AUSTRALIA",,1.0,2.0
4898,2013-10-10,2013.0,USA,Florida,"Destin, Okaloosa County",Lacerations to  right forearm,30.0,-86.0,Yes,"Destin, Okaloosa County, Florida, USA",,1.0,1.0
4899,2013-09-21,2013.0,USA,Florida,"Carlin Park, Jupiter, Palm Beach County",Lacerations to left foream,27.0,-80.0,Yes,"Carlin Park, Jupiter, Palm Beach County, Florida, USA",,1.0,1.0
4900,2013-02-01,2013.0,JAMAICA,Kingston Parish,Pedro Cays,Knee bitten,,,Yes,"Pedro Cays, Kingston Parish, JAMAICA",,0.33333333333333337,
4901,2012-11-04,2012.0,USA,Hawaii,"Makena Landing, Maui",Right lower leg and foot bitten,21.0,-156.0,Duplicate,"Makena Landing, Maui, Hawaii, USA",,,1.0
4902,2012-10-19,2012.0,USA,Florida,"Seaport, Brevard County",Left calf bitten,42.0,-71.0,Yes,"Seaport, Brevard County, USA",,1.0,4.0
4903,2012-06-14,2012.0,USA,South Carolina,"Myrtle Beach, Horry County",Calf bitten,34.0,-79.0,Duplicate,"Myrtle Beach, Horry County, South Carolina, USA",,,1.0
4904,2012-02-06,2012.0,AUSTRALIA,Queensland,Wurtulla,"No injury, but fin lost from surfboard",-27.0,153.0,Yes,"Wurtulla, Queensland, AUSTRALIA",,1.0,1.0
4905,2011-12-02,2011.0,AUSTRALIA,New South Wales,Broken Head,Torn shoulder ligament as result of collision with shark,-29.0,154.0,Duplicate,"Broken Head, New South Wales, AUSTRALIA",,,1.0
4906,2011-06-06,2011.0,COLOMBIA,San Andrés archipelago,Albuquerque Cay,Injuries to right hand and forearm,,,Yes,"Albuquerque Cay, San Andrés archipelago, COLOMBIA",,0.321489,
4907,2011-04-23,2011.0,AUSTRALIA,Western Australia,Red Bluffs,Heel bitten,-25.0,121.0,Duplicate,"Western Australia, AUSTRALIA",,0.0,5.0
4908,2011-03-16,2011.0,AUSTRALIA,New South Wales,"Jimmys Beach, Port Stephens","Severe injuries to head, neck, shoulder & upper left arm",-33.0,152.0,Yes,"Jimmys Beach, Port Stephens, New South Wales, AUSTRALIA",,1.0,1.0
4909,2011-02-13,2011.0,AUSTRALIA,Queensland,Sunshine Beach,Lacerations to calf by hooked shark PROVOKED INCIDENT,-26.0,153.0,Duplicate,"Sunshine Beach, Queensland, AUSTRALIA",,,1.0
4910,2010-09-27,2010.0,USA,Oregon,Winchester Bay,"No injury, surfboard rammed",44.0,-124.0,Duplicate,"Winchester Bay, Oregon, USA",,,1.0
4911,2010-08-10,2010.0,AUSTRALIA,Queensland,"Three Mile Creek, Townsville",Leg bitten by hooked shark PROVOKED INCIDENT,-19.0,147.0,Yes,"Three Mile Creek, Townsville, Queensland, AUSTRALIA",,1.0,1.0
4912,2010-07-23,2010.0,USA,Florida,"Jacksonville Beach, Duval County",Left foot bitten,30.0,-81.0,Duplicate,"Jacksonville Beach, Duval County, Florida, USA",,,1.0
4913,2010-06-25,2010.0,USA,North Carolina,"Topsail Island, Pender County",Laceration to left foot,35.0,-78.0,Duplicate,"Topsail Island, Pender County, North Carolina, USA",,,1.0
4914,2010-05-18,2010.0,AUSTRALIA,New South Wales,Point Plomer,Superficial lacerations to lower left leg,-31.0,153.0,Yes,"Point Plomer, New South Wales, AUSTRALIA",,0.9,1.0
4915,2010-05-01,2010.0,USA,Florida,New Smyrna Beach,Minor puncture wounds to right ankle,29.0,-81.0,Duplicate,"New Smyrna Beach, Florida, USA",,,1.0
4916,2009-04-20,2009.0,PHILIPPINES,Batangas province,Mabini,Legs bitten,14.0,121.0,Yes,"Mabini, Batangas province, PHILIPPINES",,1.0,1.0
4917,2009-03-06,2009.0,NEW CALEDONIA,South Province,Bourail,FATAL,-22.0,165.0,Yes,"Bourail, NEW CALEDONIA",,1.0,4.0
4918,2009-01-24,2009.0,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",FATAL,-32.0,30.0,Duplicate,"Second Beach, Port St. John's, Eastern Cape Province, SOUTH AFRICA",,,1.0
4919,2008-09-06,2008.0,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Minor injury to foot,29.0,-81.0,Duplicate,"Ponce Inlet, New Smyrna Beach, Volusia County, Florida, USA",,,1.0
4920,2008-03-15,2008.0,USA,Florida,"Lovers Key State Park, Bonita Springs, Lee County",Minor injury,26.0,-82.0,Yes,"Lovers Key State Park, Bonita Springs, Lee County, Florida, USA",,1.0,1.0
4921,2007-09-30,2007.0,NEW CALEDONIA,Loyalty Islands,"Bay of Luengoni, Lifou Island",FATAL,-21.0,167.0,Yes,"Bay of Luengoni, Lifou Island, NEW CALEDONIA",,1.0,4.0
4922,2007-07-21,2007.0,USA,California,"Bean Hollow State Beach, San Mateo County","No injury, kayak bitten",37.0,-122.0,Duplicate,"San Mateo County, California, USA",,0.7290000000000001,2.0
4923,2006-10-16,2006.0,USA,Florida,Sebastian Inlet,Lower right leg and foot bitten,28.0,-80.0,Yes,"Sebastian Inlet, Florida, USA",,0.9,1.0
4924,2006-10-05,2006.0,USA,Florida,"New Smyrna Beach, Volusia County",Lacerations to foot,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
4925,2006-03-15,2006.0,AUSTRALIA,New South Wales,"Bondi, Sydney","No injury, shark nudged surfboard",-34.0,151.0,Yes,"Bondi, Sydney, New South Wales, AUSTRALIA",,1.0,1.0
4926,2006-01-07,2006.0,AUSTRALIA,Queensland,"Amity Point, North Stradbroke Island",FATAL,-27.0,153.0,Yes,"Amity Point, North Stradbroke Island, Queensland, AUSTRALIA",,1.0,1.0
4927,2005-12-24,2005.0,USA,Oregon,"Tillamook Head, Clatsop County",Lacerations to ankle & calf,46.0,-124.0,Yes,"Tillamook Head, Clatsop County, Oregon, USA",,1.0,1.0
4928,2005-10-13,2005.0,USA,Hawaii,"Honokowai, Maui","No injury, surfboard bitten",21.0,-157.0,Duplicate,"Honokowai, Maui, Hawaii, USA",,,1.0
4929,2005-05-02,2005.0,USA,South Carolina,Off Sullivans Island,No injury,34.0,-80.0,Duplicate,"South Carolina, USA",,0.567,5.0
4930,2004-12-16,2004.0,AUSTRALIA,South Australia,"West Beach, Adelaide",FATAL,-35.0,139.0,Yes,"West Beach, Adelaide, South Australia, AUSTRALIA",,1.0,1.0
4931,2004-12-11,2004.0,AUSTRALIA,Queensland,Opal Reef,"FATAL, leg bitten",-16.0,146.0,Yes,"Opal Reef, AUSTRALIA",,1.0,4.0
4932,2004-10-02,2004.0,USA,California,"Pismo Beach, San Luis Obispo County","No injury, knocked off surfboard",35.0,-121.0,Yes,"Pismo Beach, San Luis Obispo County, California, USA",,1.0,1.0
4933,2003-12-13,2003.0,NEW ZEALAND,Cook Islands,Pukapuka Northern Group,FATAL,,,Yes,"Pukapuka Northern Group, Cook Islands, NEW ZEALAND",,0.6260869565217392,
4934,2003-06-08,2003.0,USA,Florida,"Ponce Inlet, Volusia County",6 puncture wounds to left ankle,29.0,-81.0,Duplicate,"Ponce Inlet, Volusia County, Florida, USA",,,1.0
4935,2002-09-27,2002.0,USA,Florida,"Key Largo, Monroe County",Left thumb lacerated PROVOKED INCIDENT,25.0,-80.0,Duplicate,"Key Largo, Monroe County, Florida, USA",,,1.0
4936,2002-09-16,2002.0,BRAZIL,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City","Left thigh bitten, leg surgically amputated",-8.0,-35.0,Yes,"Piedade Beach, Jaboatão dos Guararapes City, Pernambuco, BRAZIL",,0.9,1.0
4937,2001-11-14,2001.0,USA,Hawaii,"Kapalua, Maui","No injury, portion of board's lower surface removed",21.0,-157.0,Yes,"Kapalua, Maui, Hawaii, USA",,1.0,1.0
4938,2001-07-01,2001.0,USA,Georgia,"Jekyll Island, Glynn County",2-inch cut on dorsum of left foot,31.0,-82.0,Duplicate,"Jekyll Island, Glynn County, Georgia, USA",,,1.0
4939,2001-01-24,2001.0,CUBA,Holquin Province,Off Blau Costa Verde resort,Left arm bitten,21.0,-76.0,Yes,"Off Blau Costa Verde resort, CUBA",,0.9,4.0
4940,2000-07-25,2000.0,USA,Florida,"New Smyrna Beach, Volusia County",Minor laceration on left leg,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
4941,2000-07-15,2000.0,SOUTH AFRICA,Eastern Cape Province,Cape Recife,"No injury, flung off board",-32.0,27.0,Duplicate,"Eastern Cape Province, SOUTH AFRICA",,0.567,5.0
4942,2000-07-04,2000.0,USA,Florida,"Artifical reef 3 miles off Manatee Beach, Manatee County",Lower right calf lacerated,28.0,-83.0,Yes,"Artifical reef 3 miles off Manatee Beach, Manatee County, Florida, USA",,0.9,1.0
4943,2000-03-09,2000.0,AUSTRALIA,New South Wales,Parramatta River,No injury to occupants; oar bitten,-34.0,151.0,Duplicate,"Parramatta River, New South Wales, AUSTRALIA",,,1.0
4944,1999-03-14,1999.0,NEW CALEDONIA,Loyalty Islands,Ouvea,Multiple injuries,-21.0,167.0,Yes,"Ouvea, NEW CALEDONIA",,0.9,4.0
4945,1998-11-02,1998.0,JAPAN,Southern Japan,460 miles off Iwakuni,PROVOKED INCIDENT    Knee bitten by shark trapped in net,34.0,132.0,Yes,"460 miles off Iwakuni, JAPAN",,1.0,4.0
4946,1998-01-25,1998.0,SOUTH AFRICA,Eastern Cape Province,East London,Calf & foot lacerated,-33.0,28.0,Duplicate,"East London, Eastern Cape Province, SOUTH AFRICA",,,1.0
4947,1998-01-17,1998.0,AUSTRALIA,South Australia,Middleton Beach,20 punctures in right foot,-35.0,118.0,Duplicate,"Middleton Beach, AUSTRALIA",,0.5,4.0
4948,1997-12-28,1997.0,SOUTH AFRICA,Western Cape Province,"Pringle Bay, 44 miles southeast of Cape Town",FATAL,-34.0,19.0,Duplicate,"Pringle Bay, Western Cape Province, SOUTH AFRICA",,0.44099999999999995,2.0
4949,1997-05-17,1997.0,BAHAMAS,Abaco Islands,Walkers Cay,Leg bitten,27.0,-78.0,Duplicate,"Walkers Cay, BAHAMAS",,0.6666666666666667,4.0
4950,1996-09-01,1996.0,SOUTH AFRICA,KwaZulu-Natal,Hibberdene,No injury  PROVOKED INCIDENT,-31.0,31.0,Duplicate,"Hibberdene, KwaZulu-Natal, SOUTH AFRICA",,,1.0
4951,1996-05-07,1996.0,USA,Florida,"Shark Shallows, Ponce Inlet, Volusia County",Left foot & leg bitten,29.0,-81.0,Yes,"Shark Shallows, Ponce Inlet, Volusia County, Florida, USA",,1.0,1.0
4952,1996-02-05,1996.0,DOMINICAN REPUBLIC,12 miles off the north coast,Boeing 757 enroute from Porta Plata,"106 bodies were recovered, some had been bitten by sharks",,,Yes,"Boeing 757 enroute from Porta Plata, 12 miles off the north coast, DOMINICAN REPUBLIC",,0.0,
4953,1995-06-13,1995.0,HONG KONG,Clearwater Bay,First Beach,"FATAL, left  leg & forearm severed",22.0,114.0,Yes,"Clearwater Bay, HONG KONG",,1.0,5.0
4954,1994-11-06,1994.0,USA,Hawaii,"Kealia Beach, Kaua'i","No injury, shark bit surfboard",22.0,-159.0,Duplicate,"Kealia Beach, Kaua'i, Hawaii, USA",,,1.0
